Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,T6
50,0,19.39,46.32666667,18.65,46.3,19.82333333,45.23,18.29,47.7,17.45722222,54.35722222,99.29,17.7,45,17.66111111,50.96111111,17.1,48.79,9.87E+00,755,91.66666667,8.666666667,63.66666667,8.50E+00,13.34318136,13.34318136,9.8
40,0,19.39,46.4,18.6,46.29,19.89,45.29,18.29,47.7,17.39611111,54.29611111,99.83,17.68888889,44.98888889,17.66111111,50.96111111,17.1,48.79,9.80E+00,755,92,8.5,64,8.50E+00,32.59389183,32.59389183,9.8
30,0,19.39,46.43333333,18.6,46.29,19.89,45.29,18.29,47.7,17.445,54.31444444,99.9,17.66111111,44.96111111,17.7,51,17.075,48.7675,9.73E+00,755,92.33333333,8.333333333,64.33333333,8.50E+00,11.95247365,11.95247365,9.8
40,0,19.365,46.5,18.6,46.29,19.89,45.29,18.29,47.76,17.42055556,54.245,99.9,17.65555556,44.95555556,17.67222222,50.97222222,17.06666667,48.83333333,9.67E+00,755,92.66666667,8.166666667,64.66666667,8.50E+00,40.66578114,40.66578114,9.8
30,0,19.29,46.5,18.6,46.29,19.89,45.26,18.29,47.79,17.445,54.255,99.9,17.63888889,44.95388889,17.67222222,50.97222222,17,48.79,9.60E+00,755,93,8,65,8.50E+00,40.41222517,40.41222517,9.69
20,0,19.29,46.59,18.6,46.4,19.89,45.26,18.29,47.79,17.43277778,54.245,99.9,17.65,45.045,17.66111111,50.97666667,17,48.79,9.60E+00,755,93.16666667,8.166666667,57.66666667,8.52E+00,29.45223739,29.45223739,9.69
20,0,19.29,46.59,18.53333333,46.4,19.84,45.245,18.29,47.82666667,17.40222222,54.21,99.9,17.62222222,45.02,17.63333333,51.00777778,17,48.79,9.60E+00,755,93.33333333,8.333333333,50.33333333,8.53E+00,27.09334298,27.09334298,9.66
30,0,19.29,46.59,18.6,46.5,19.79,45.2,18.29,47.9,17.39,54.22,99.9,17.6,45,17.60555556,51.005,17,48.79,9.60E+00,755,93.5,8.5,43,8.55E+00,2.327380562,2.327380562,9.6
40,0,19.29,46.66333333,18.6,46.5,19.79,45.2,18.29,47.9,17.39,54.2,99.9,17.6,45.01,17.63888889,51.035,17,48.79,9.60E+00,755,93.66666667,8.666666667,35.66666667,8.57E+00,21.29278453,21.29278453,9.6
40,0,19.29,46.7,18.6,46.5,19.79,45.2,18.29,47.9,17.39,54.2,99.9,17.6,45.01,17.62222222,51.025,17,48.79,9.60E+00,755,93.83333333,8.833333333,28.33333333,8.58E+00,32.03199107,32.03199107,9.6
50,0,19.29,46.76,18.53333333,46.5,19.79,45.2,18.2,47.79,17.39,54.2,99.9,17.6,45.055,17.6,51.06,17,48.79,9.60E+00,755,94,9,21,8.60E+00,0.032817398,0.032817398,9.6
30,0,19.29,46.79,18.5,46.53,19.79,45.29,18.2,47.79,17.39,54.18166667,99.9,17.6,45.09,17.6,51.09,17,48.86333333,9.63E+00,755.0333333,94,8.833333333,27.66666667,8.63E+00,43.31941803,43.31941803,9.6
40,0,19.29,46.79,18.5,46.59,19.79,45.29,18.29,48,17.39,54.12666667,99.9,17.6,45.09,17.6,51.09,17,48.9,9.67E+00,755.0666667,94,8.666666667,34.33333333,8.67E+00,5.052258528,5.052258528,9.6
40,0,19.29,46.79,18.5,46.62666667,19.79,45.29,18.23,47.93333333,17.39,54.10222222,99.9,17.6,45.09,17.6,51.09,17,48.9,9.70E+00,755.1,94,8.5,41,8.70E+00,4.786987067,4.786987067,9.6
50,0,19.29,46.79,18.5,46.7,19.79,45.29,18.2,47.9,17.39,54.11444444,99.9,17.6,45.10222222,17.6,51.09,17,48.9,9.73E+00,755.1333333,94,8.333333333,47.66666667,8.73E+00,38.86201855,38.86201855,9.6
40,0,19.29,46.9,18.5,46.7,19.79,45.29,18.2,47.96666667,17.39,54.11444444,99.9,17.6,45.15722222,17.6,51.09611111,17,48.9,9.77E+00,755.1666667,94,8.166666667,54.33333333,8.77E+00,1.475570572,1.475570572,9.6
50,0,19.23,46.82666667,18.5,46.7,19.79,45.29,18.2,48,17.39,54.09,99.9,17.6,45.2,17.6,51.15111111,17,48.93333333,9.80E+00,755.2,94,8,61,8.80E+00,17.10359402,17.10359402,9.6
40,0,19.29,46.9,18.5,46.73,19.79,45.29,18.2,48,17.39,54.09,99.9,17.6,45.21,17.6,51.18777778,17,49,9.80E+00,755.25,94.16666667,7.833333333,61.5,8.85E+00,39.3157937,39.3157937,9.6
40,0,19.23,46.82666667,18.5,46.79,19.79,45.29,18.2,48,17.39,54.09,99.9,17.6,45.275,17.61666667,51.215,17,49,9.80E+00,755.3,94.33333333,7.666666667,62,8.90E+00,5.673126283,5.673126283,9.6
40,0,19.2,46.9,18.5,46.745,19.79,45.29,18.2,48,17.39,54.09,99.9,17.6,45.28,17.60555556,51.215,17,49,9.80E+00,755.35,94.5,7.5,62.5,8.95E+00,17.51263785,17.51263785,9.6
30,0,19.2,46.9,18.5,46.79,19.79,45.29,18.2,48.03,17.39,54.09,99.9,17.6,45.29,17.6,51.24,17,49,9.80E+00,755.4,94.66666667,7.333333333,63,9.00E+00,16.51069409,16.51069409,9.6
30,0,19.2,46.9,18.5,46.79,19.79,45.29,18.2,48.09,17.39,54.09,99.9,17.6,45.29,17.6,51.285,17,49,9.80E+00,755.45,94.83333333,7.166666667,63.5,9.05E+00,34.83383348,34.83383348,9.69
20,0,19.2,46.925,18.5,46.79,19.79,45.29,18.2,48.09,17.39,54.09,99.9,17.57777778,45.35722222,17.6,51.29,17,49,9.80E+00,755.5,95,7,64,9.10E+00,17.68071512,17.68071512,9.69
30,0,19.2,47,18.5,46.86333333,19.79,45.26,18.2,48.12666667,17.39,54.07,99.9,17.58333333,45.4,17.6,51.29,17,49.09,9.80E+00,755.55,95.16666667,6.833333333,63.5,9.12E+00,20.3089534,20.3089534,9.69
20,0,19.2,47,18.5,46.93333333,19.79,45.2,18.13333333,48.2,17.39,54.09,99.9,17.58333333,45.4,17.6,51.345,17,49.09,9.80E+00,755.6,95.33333333,6.666666667,63,9.13E+00,15.40149493,15.40149493,9.763333333
50,0,19.2,47,18.5,46.93333333,19.79,45.2,18.1,48.2,17.39,54.075,99.9,17.55,45.47222222,17.6,51.4,17,49.09,9.80E+00,755.65,95.5,6.5,62.5,9.15E+00,47.96014673,47.96014673,9.8
40,0,19.2,47.09,18.5,47,19.79,45.29,18.1,48.2,17.39,54.045,99.9,17.55555556,45.5,17.6,51.4,17,49.09,9.80E+00,755.7,95.66666667,6.333333333,62,9.17E+00,34.51344264,34.51344264,9.8
40,0,19.2,47.09,18.5,47,19.79,45.29,18.1,48.23,17.39,54.015,99.9,17.53888889,45.5,17.6,51.43888889,17,49.12666667,9.80E+00,755.75,95.83333333,6.166666667,61.5,9.18E+00,44.28697557,44.28697557,9.8
40,0,19.2,47.09,18.39,46.9,19.79,45.29,18.1,48.29,17.39,54,99.9,17.53333333,45.515,17.6,51.5,17,49.2,9.80E+00,755.8,96,6,61,9.20E+00,46.79275698,46.79275698,9.8
40,0,19.13333333,47.16333333,18.39,46.9,19.79,45.29,18.1,48.29,17.39,54,99.9,17.51666667,45.59,17.6,51.5,17,49.2,9.83E+00,755.9333333,95.83333333,5.666666667,55.33333333,9.20E+00,37.20399508,37.20399508,9.8
40,0,19.1,47.2,18.46333333,47.06,19.79,45.29,18.1,48.29,17.39,54,99.9,17.54444444,45.59,17.58888889,51.52,17,49.2,9.87E+00,756.0666667,95.66666667,5.333333333,49.66666667,9.20E+00,41.92230784,41.92230784,9.8
50,0,19.1,47.2,18.46333333,47.06,19.79,45.36333333,18.1,48.32666667,17.39,54,99.9,17.51666667,45.59,17.58888889,51.515,17,49.23,9.90E+00,756.2,95.5,5,44,9.20E+00,39.96783918,39.96783918,9.8
50,0,19.1,47.23,18.39,47.09,19.79,45.4,18.1,48.4,17.39,54,99.9,17.50555556,45.68166667,17.57777778,51.59,17,49.29,9.93E+00,756.3333333,95.33333333,4.666666667,38.33333333,9.20E+00,44.68201462,44.68201462,9.8
40,0,19.1,47.29,18.39,47.09,19.79,45.4,18.1,48.4,17.39,54,99.9,17.5,45.7,17.57777778,51.59611111,16.92666667,49.29,9.97E+00,756.4666667,95.16666667,4.333333333,32.66666667,9.20E+00,41.55685015,41.55685015,9.8
40,0,19.1,47.4,18.39,47.09,19.79,45.4,18.1,48.46666667,17.39,54,99.9,17.5,45.7,17.6,51.66333333,17,49.29,1.00E+01,756.6,95,4,27,9.20E+00,18.53750506,18.53750506,9.8
40,0,19.1,47.4,18.39,47.16333333,19.79,45.4,18.1,48.5,17.39,53.98888889,99.9,17.5,45.725,17.6,51.67555556,17,49.4,9.97E+00,756.7166667,94.16666667,4.166666667,29.16666667,9.03E+00,43.59898829,43.59898829,9.726666667
20,0,19.1,47.4,18.39,47.23,19.79,45.4,18.1,48.5,17.37888889,53.98888889,99.9,17.5,45.76,17.6,51.7,17,49.4,9.93E+00,756.8333333,93.33333333,4.333333333,31.33333333,8.87E+00,40.03807985,40.03807985,9.69
20,0,19.1,47.4,18.39,47.29,19.79,45.4,18.1,48.5,17.35666667,54,99.9,17.5,45.715,17.59444444,51.7,16.96333333,49.4,9.90E+00,756.95,92.5,4.5,33.5,8.70E+00,8.864227182,8.864227182,9.63
30,0,19.1,47.43333333,18.39,47.245,19.79,45.32666667,18.1,48.5,17.39,53.98333333,99.9,17.5,45.72,17.58333333,51.68777778,16.89,49.4,9.87E+00,757.0666667,91.66666667,4.666666667,35.66666667,8.53E+00,8.163884643,8.163884643,9.566666667
30,0,19.1,47.5,18.39,47.2,19.79,45.4,18.1,48.59,17.35666667,53.99444444,99.9,17.5,45.7,17.57777778,51.68777778,16.92666667,49.4,9.83E+00,757.1833333,90.83333333,4.833333333,37.83333333,8.37E+00,47.22445527,47.22445527,9.5
50,0,19.1,47.5,18.39,47.2,19.76,45.32666667,18.1,48.5675,17.37888889,53.96111111,99.9,17.5,45.7,17.57777778,51.7,16.945,49.4,9.80E+00,757.3,90,5,40,8.20E+00,22.23188007,22.23188007,9.39
50,0,19.1,47.5,18.39,47.2,19.7,45.4,18.1,48.56,17.36777778,53.93333333,99.9,17.5,45.645,17.56666667,51.7,17,49.4,9.67E+00,757.55,89.5,5.166666667,37.83333333,7.98E+00,3.919629508,3.919629508,9.33
30,0,19.1,47.5,18.39,47.2,19.79,45.5,18.1,48.5,17.36777778,53.93333333,99.9,17.5,45.58,17.55555556,51.68777778,16.96333333,49.4,9.53E+00,757.8,89,5.333333333,35.66666667,7.77E+00,49.27858121,49.27858121,9.16
40,0,19,47.4,18.35666667,47.16333333,19.79,45.5,18.1,48.5,17.34555556,53.93333333,99.9,17.5,45.535,17.58888889,51.62055556,16.89,49.4,9.40E+00,758.05,88.5,5.5,33.5,7.55E+00,0.791910919,0.791910919,9.075
50,0,19,47.4,18.35666667,47.09,19.79,45.5,18,48.4,17.34555556,53.9,99.9,17.5,45.5,17.57777778,51.59,16.96333333,49.29,9.27E+00,758.3,88,5.666666667,31.33333333,7.33E+00,24.74412535,24.74412535,9
30,0,19,47.4,18.32333333,47.09,19.79,45.5,18,48.4,17.34555556,53.86333333,99.9,17.5,45.42777778,17.55,51.535,16.96333333,49.29,9.13E+00,758.55,87.5,5.833333333,29.16666667,7.12E+00,21.33131222,21.33131222,8.86
50,0,19,47.32666667,18.39,47.09,19.79,45.5,18.06666667,48.43,17.35666667,53.88777778,99.9,17.5,45.33277778,17.52777778,51.5,16.89,49.29,9.00E+00,758.8,87,6,27,6.90E+00,19.00327168,19.00327168,8.726666667
50,0,19,47.29,18.39,47.09,19.79,45.5,18,48.29,17.31777778,53.80833333,99.9,17.48777778,45.23277778,17.56111111,51.43888889,16.89,49.23,8.88E+00,758.8666667,87.33333333,5.666666667,27.33333333,6.85E+00,36.84721916,36.84721916,8.6
40,0,19,47.23,18.39,47.03,19.79,45.5,18,48.2,17.30666667,53.79,99.9,17.48777778,45.09611111,17.51111111,51.36944444,16.89,49.16333333,8.77E+00,758.9333333,87.66666667,5.333333333,27.66666667,6.80E+00,13.97691761,13.97691761,8.533333333
40,0,19,47.2,18.35666667,46.96666667,19.79,45.46666667,18,48.2,17.31777778,53.79,99.9,17.48777778,45.065,17.52222222,51.285,16.89,49.09,8.65E+00,759,88,5,28,6.75E+00,32.8141936,32.8141936,8.36
40,0,19,47.2,18.29,46.9,19.79,45.4,18,48.09,17.29,53.79,99.9,17.46333333,44.96111111,17.5,51.21,16.89,49.06,8.53E+00,759.0666667,88.33333333,4.666666667,28.33333333,6.70E+00,38.98630514,38.98630514,8.3
30,0,19,47.2,18.35666667,46.9,19.79,45.4,18,48.09,17.29,53.785,99.9,17.47555556,44.9,17.53333333,51.15722222,16.89,49,8.42E+00,759.1333333,88.66666667,4.333333333,28.66666667,6.65E+00,36.10262529,36.10262529,8.226666667
10,0,19,47.12666667,18.29,46.9,19.73,45.4,18,48.09,17.29,53.74,99.9,17.5,44.89388889,17.51111111,51.09,16.89,48.9,8.30E+00,759.2,89,4,29,6.60E+00,49.12030222,49.12030222,8.226666667
20,0,19,47.09,18.29,46.9,19.7,45.29,18,48.03,17.29,53.71,99.9,17.47555556,44.80222222,17.5,51.09,16.89,48.9,8.18E+00,759.3666667,88.66666667,4.166666667,30.83333333,6.42E+00,27.16613585,27.16613585,8.1
30,0,19,47.09,18.29,46.9,19.7,45.29,18,48,17.29,53.7,99.9,17.48777778,44.775,17.5,51.045,16.89,48.79,8.07E+00,759.5333333,88.33333333,4.333333333,32.66666667,6.23E+00,32.99439193,32.99439193,8.033333333
50,0,18.96333333,47.06,18.26,46.86333333,19.6,45.16333333,18,47.93333333,17.29,53.63277778,99.49,17.40833333,44.62055556,17.5,50.99444444,16.89,48.79,7.95E+00,759.7,88,4.5,34.5,6.05E+00,13.75196807,13.75196807,7.83
50,0,18.96333333,47,18.2,46.73,19.6,45.16333333,18,47.9,17.29,53.59,99.23,17.39,44.585,17.5,50.91111111,16.89,48.7,7.83E+00,759.8666667,87.66666667,4.666666667,36.33333333,5.87E+00,19.84720624,19.84720624,7.69
40,0,18.89,46.9,18.245,46.745,19.6,45.16333333,17.92666667,47.9,17.29,53.585,99.15666667,17.39,44.51,17.5,50.88777778,16.89,48.7,7.72E+00,760.0333333,87.33333333,4.833333333,38.16666667,5.68E+00,27.95922894,27.95922894,7.466666667
40,0,18.89,46.9,18.2,46.7,19.6,45.09,17.945,47.845,17.29,53.53,99.23,17.39,44.46111111,17.5,50.83277778,16.89,48.66333333,7.60E+00,760.2,87,5,40,5.50E+00,49.04751477,49.04751477,7.333333333
40,0,18.89,46.9,18.2,46.7,19.53333333,45.09,17.96333333,47.76,17.29,53.5,99.69333333,17.39,44.4,17.5,50.735,16.89,48.59,7.38E+00,760.3666667,87.66666667,4.5,38.16666667,5.42E+00,48.2483388,48.2483388,7.3
40,0,18.89,46.9,18.16666667,46.7,19.53333333,45.09,17.89,47.7,17.29,53.47777778,99.9,17.39,44.33277778,17.48777778,50.68777778,16.89,48.53,7.17E+00,760.5333333,88.33333333,4,36.33333333,5.33E+00,10.90199342,10.90199342,7.226666667
40,0,18.89,46.79,18.16666667,46.7,19.5,45.09,17.89,47.7,17.29,53.43888889,99.9,17.39,44.29,17.46333333,50.66333333,16.85666667,48.46666667,6.95E+00,760.7,89,3.5,34.5,5.25E+00,19.65854348,19.65854348,7.245
40,0,18.89,46.79,18.1,46.66333333,19.5,45.0675,17.89,47.7,17.29,53.4,99.9,17.39,44.29,17.48166667,50.68166667,16.85666667,48.46666667,6.73E+00,760.8666667,89.66666667,3,32.66666667,5.17E+00,43.55422419,43.55422419,7.19
50,0,18.89,46.79,18.1,46.59,19.5,45.06,17.89,47.66333333,17.29,53.4,99.76,17.39,44.225,17.45722222,50.64111111,16.79,48.29,6.52E+00,761.0333333,90.33333333,2.5,30.83333333,5.08E+00,34.57944317,34.57944317,7.063333333
40,0,18.89,46.76,18.16666667,46.59,19.6,45.12666667,17.89,47.59,17.29,53.4,99.62333333,17.39,44.145,17.45111111,50.53888889,16.79,48.29,6.30E+00,761.2,91,2,29,5.00E+00,16.83757685,16.83757685,6.83
40,0,18.89,46.7,18.1,46.59,19.6,45.12666667,17.89,47.59,17.29,53.30833333,99.35666667,17.39,44.10222222,17.45111111,50.51388889,16.79,48.2,6.28E+00,761.35,90.83333333,2,29,4.95E+00,34.5240837,34.5240837,6.623333333
20,0,18.89,46.7,18.1,46.59,19.63333333,45.12666667,17.89,47.59,17.29,53.29,99.06,17.39,44.055,17.47555556,50.48888889,16.79,48.2,6.27E+00,761.5,90.66666667,2,29,4.90E+00,7.672512112,7.672512112,6.433333333
20,0,18.89,46.7,18.1,46.59,19.7,45.2,17.89,47.56,17.29,53.235,99.86666667,17.39,44,17.45111111,50.44333333,16.79,48.16333333,6.25E+00,761.65,90.5,2,29,4.85E+00,44.51994038,44.51994038,6.56
20,0,18.79,46.59,18.1,46.59,19.7,45.09,17.89,47.5,17.29,53.21,99.6,17.39,43.99444444,17.46333333,50.38,16.79,48.09,6.23E+00,761.8,90.33333333,2,29,4.80E+00,44.42230144,44.42230144,6.656666667
40,0,18.79,46.59,18.1,46.59,19.7,45.09,17.85666667,47.4,17.29,53.21,98.6,17.39,43.98333333,17.40833333,50.25333333,16.79,48,6.22E+00,761.95,90.16666667,2,29,4.75E+00,6.900167372,6.900167372,6.396666667
50,0,18.79,46.59,18.1,46.59,19.6,45,17.85666667,47.4,17.29,53.2,98.39666667,17.39,43.91055556,17.39,50.2,16.79,48,6.20E+00,762.1,90,2,29,4.70E+00,1.7974608,1.7974608,6.263333333
40,0,18.79,46.59,18.1,46.59,19.6,45,17.79,47.26,17.29,53.19388889,97.45666667,17.39,43.80222222,17.39,50.13277778,16.79,47.9,6.03E+00,762.2333333,89.83333333,2,29,4.50E+00,17.75085749,17.75085749,5.996666667
40,0,18.79,46.5,18.06666667,46.56,19.6,45,17.79,47.2,17.27,53.15722222,96.33,17.33444444,43.785,17.39,50.08,16.79,47.9,5.87E+00,762.3666667,89.66666667,2,29,4.30E+00,18.94730391,18.94730391,5.493333333
40,0,18.79,46.5,18,46.5,19.6,45,17.79,47.2,17.29,53.16333333,96.19,17.37888889,43.71,17.39,50.005,16.79,47.79,5.70E+00,762.5,89.5,2,29,4.10E+00,30.73883491,30.73883491,5.226666667
40,0,18.79,46.5,18,46.5,19.7,45,17.79,47.2,17.29,53.15722222,96.43333333,17.35111111,43.69388889,17.39,50,16.79,47.79,5.53E+00,762.6333333,89.33333333,2,29,3.90E+00,25.30947203,25.30947203,4.933333333
30,0,18.79,46.5,18,46.5,19.7,45,17.79,47.09,17.29,53.15722222,96.83333333,17.29,43.60222222,17.39,49.93888889,16.79,47.7,5.37E+00,762.7666667,89.16666667,2,29,3.70E+00,16.89775665,16.89775665,4.726666667
40,0,18.79,46.5,18,46.5,19.7,44.96666667,17.79,47.09,17.29,53.09,96.36333333,17.29,43.585,17.39,49.9,16.79,47.62666667,5.20E+00,762.9,89,2,29,3.50E+00,16.45648265,16.45648265,4.433333333
50,0,18.79,46.43333333,18,46.46666667,19.7,44.96666667,17.79,47,17.29,53.09,95.49,17.29,43.49333333,17.39,49.79333333,16.745,47.59,4.95E+00,763.0166667,89.83333333,2,28.83333333,3.38E+00,28.66485192,28.66485192,4.16
30,0,18.76,46.4,18,46.4,19.7,44.9,17.76,47,17.28,53.08,95,17.31222222,43.43333333,17.39,49.72,16.76,47.56,4.70E+00,763.1333333,90.66666667,2,28.66666667,3.27E+00,2.535502182,2.535502182,3.8
40,0,18.76,46.4,17.89,46.4,19.7,44.82666667,17.76,46.93333333,17.28,53.065,95.39666667,17.29,43.345,17.39,49.7,16.76,47.5,4.45E+00,763.25,91.5,2,28.5,3.15E+00,20.04814937,20.04814937,3.56
10,0,18.7,46.345,17.89,46.4,19.7,44.79,17.76,46.9,17.29,53.045,95.53,17.29,43.29,17.39,49.61055556,16.7,47.4,4.20E+00,763.3666667,92.33333333,2,28.33333333,3.03E+00,13.03155218,13.03155218,3.433333333
20,0,18.7,46.29,17.89,46.32666667,19.7,44.7225,17.7,46.9,17.245,52.965,95.96666667,17.29,43.265,17.39,49.505,16.7,47.4,3.95E+00,763.4833333,93.16666667,2,28.16666667,2.92E+00,8.434984193,8.434984193,3.29
40,0,18.7,46.29,17.89,46.32666667,19.7,44.62666667,17.7,46.79,17.225,52.92777778,96.36666667,17.29,43.2,17.37888889,49.5,16.76,47.29,3.70E+00,763.6,94,2,28,2.80E+00,2.986550285,2.986550285,3.29
40,0,18.7,46.2,17.89,46.29,19.6,44.53,17.7,46.79,17.25,52.93777778,96.4,17.29,43.145,17.35666667,49.41666667,16.7,47.23,3.85E+00,763.75,93.83333333,2,28.16666667,2.92E+00,2.629106806,2.629106806,3.26
40,0,18.7,46.2,17.89,46.23,19.6,44.59,17.7,46.7,17.235,52.83277778,96.52666667,17.29,43.09,17.36777778,49.36944444,16.7,47.2,4.00E+00,763.9,93.66666667,2,28.33333333,3.03E+00,48.63851239,48.63851239,3.2
50,0,18.7,46.16333333,17.89,46.2,19.6,44.59,17.7,46.7,17.225,52.82055556,96.72666667,17.29,43.045,17.34555556,49.29,16.7,47.12666667,4.15E+00,764.05,93.5,2,28.5,3.15E+00,39.73037951,39.73037951,3.2
50,0,18.7,46.16333333,17.89,46.2,19.6,44.59,17.7,46.59,17.235,52.83277778,96.93333333,17.29,42.98333333,17.34,49.29,16.7,47.06,4.30E+00,764.2,93.33333333,2,28.66666667,3.27E+00,1.583385083,1.583385083,3.2
40,0,18.7,46.2,17.89,46.43333333,19.6,44.59,17.7,46.59,17.205,52.79611111,97.36666667,17.29,42.9,17.32333333,49.215,16.7,47,4.45E+00,764.35,93.16666667,2,28.83333333,3.38E+00,27.16424025,27.16424025,3.29
40,0,18.7,46.26,17.89,46.56,19.6,44.59,17.7,46.56,17.235,52.81777778,97.36666667,17.29,42.9,17.34555556,49.18777778,16.7,47,4.60E+00,764.5,93,2,29,3.50E+00,0.87985167,0.87985167,3.363333333
40,0,18.63333333,46.23,17.92666667,46.56,19.63333333,44.53,17.76,46.5,17.21,52.75222222,97.79,17.29,42.88166667,17.37333333,49.12055556,16.7,46.93333333,4.85E+00,764.6,91.83333333,2,29,3.57E+00,38.8334949,38.8334949,3.433333333
40,0,18.7,46.29,18,46.5,19.7,44.59,17.79,46.5,17.23,52.78666667,98.33,17.29,42.80222222,17.39,49.09,16.79,46.86333333,5.10E+00,764.7,90.66666667,2,29,3.63E+00,37.86507467,37.86507467,3.56
30,0,18.7,46.29,18.03333333,46.53,19.7,44.59,17.79,46.43333333,17.225,52.725,98.92666667,17.29,42.775,17.39,49.035,16.79,46.79,5.35E+00,764.8,89.5,2,29,3.70E+00,0.527407334,0.527407334,3.8
20,0,18.7,46.29,18.1,46.46333333,19.7,44.59,17.89,46.36333333,17.215,52.715,99.66666667,17.29,42.69166667,17.39,48.97222222,16.79,46.7,5.60E+00,764.9,88.33333333,2,29,3.77E+00,40.8957041,40.8957041,4.2
20,0,18.7,46.4,18.2,46.26,19.66666667,44.52666667,17.96333333,46.23,17.2,52.63277778,99.9,17.29,42.545,17.39,48.77333333,16.79,46.7,5.85E+00,765,87.16666667,2,29,3.83E+00,42.81729383,42.81729383,4.53
30,0,18.76,46.4,18.2,46.12666667,19.6,44.4,18.1,46.16333333,17.235,52.63277778,99.9,17.37333333,42.42055556,17.39,48.66944444,16.79,46.59,6.10E+00,765.1,86,2,29,3.90E+00,21.11548488,21.11548488,4.7725
50,0,18.79,46.29,18.245,46.09,19.6,44.4,18.175,45.9975,17.205,52.59611111,99.9,17.39,42.265,17.40833333,48.55,16.79,46.59,6.20E+00,765.1333333,84.33333333,1.833333333,30.83333333,3.70E+00,31.71478526,31.71478526,4.966666667
40,0,18.79,46.29,18.29,46,19.6,44.46666667,18.2,45.9,17.2,52.59,99.9,17.39611111,42.16333333,17.445,48.51722222,16.79,46.59,6.30E+00,765.1666667,82.66666667,1.666666667,32.66666667,3.50E+00,20.90375128,20.90375128,5.063333333
40,0,18.82333333,46.32666667,18.29,45.93333333,19.6,44.5,18.2,45.9,17.2,52.555,99.9,17.46333333,42.15111111,17.48722222,48.46666667,16.89,46.62666667,6.40E+00,765.2,81,1.5,34.5,3.30E+00,16.23321751,16.23321751,5.33
40,0,18.89,46.32666667,18.29,45.86333333,19.6,44.5,18.2,45.9,17.215,52.515,99.9,17.5,42.08111111,17.54444444,48.345,16.89,46.7,6.50E+00,765.2333333,79.33333333,1.333333333,36.33333333,3.10E+00,38.2893613,38.2893613,5.623333333
50,0,18.89,46.2,18.29,45.73,19.7,44.66333333,18.2,45.86333333,17.205,52.505,99.9,17.52777778,41.97222222,17.6,48.22888889,16.89,46.7,6.60E+00,765.2666667,77.66666667,1.166666667,38.16666667,2.90E+00,35.23277566,35.23277566,5.763333333
40,0,18.89,46.1175,18.39,45.7,19.65,44.545,18.2,45.79,17.2,52.5,99.9,17.56666667,41.83277778,17.6,48.10222222,16.89,46.7,6.70E+00,765.3,76,1,40,2.70E+00,45.95256785,45.95256785,5.933333333
40,0,18.89,46.03,18.39,45.62666667,19.7,44.59,18.2,45.76,17.2,52.46111111,99.9,17.58888889,41.765,17.66111111,48.09444444,16.89,46.73,6.80E+00,765.2833333,75.66666667,1.166666667,40,2.73E+00,30.50682757,30.50682757,6.06
50,0,19,46,18.39,45.56,19.7,44.7,18.2,45.7,17.2,52.42777778,99.62666667,17.66111111,41.755,17.7,48.01388889,16.89,46.79,6.90E+00,765.2666667,75.33333333,1.333333333,40,2.77E+00,2.792743023,2.792743023,6.19
50,0,19,45.93333333,18.39,45.43333333,19.7,44.62666667,18.2,45.66333333,17.2,52.41666667,99.22666667,17.7,41.71444444,17.7,47.89944444,16.89,46.79,7.00E+00,765.25,75,1.5,40,2.80E+00,36.80760675,36.80760675,6.19
40,0,19,45.86333333,18.39,45.4,19.7,44.66333333,18.2,45.59,17.2,52.4,98.56,17.78055556,41.59,17.745,47.80222222,16.96333333,46.73,7.10E+00,765.2333333,74.66666667,1.666666667,40,2.83E+00,45.19839592,45.19839592,6.3
30,0,19.06666667,45.79,18.39,45.32666667,19.7,44.59,18.2,45.59,17.2,52.4,98.03333333,17.85666667,41.545,17.85111111,47.755,16.89,46.7,7.20E+00,765.2166667,74.33333333,1.833333333,40,2.87E+00,35.09074399,35.09074399,6.3
10,0,19.1,45.82666667,18.39,45.26,19.7,44.56,18.2,45.59,17.2,52.334,97.42333333,17.95722222,41.46111111,17.945,47.66944444,16.96333333,46.62666667,7.30E+00,765.2,74,2,40,2.90E+00,28.88497541,28.88497541,6.4
20,0,19.1,45.9,18.46333333,45.26,19.7,44.5,18.2,45.59,17.2,52.29,96.63,18.05,41.4,18.1,47.54944444,17,46.7,7.30E+00,765.2166667,73.5,2,40,2.80E+00,28.29196255,28.29196255,6.4
30,0,19.13333333,45.9,18.5,45.26,19.7,44.5,18.2,45.53,17.2,52.29,94.83333333,18.1,41.27333333,18.2,47.34611111,17,46.7,7.30E+00,765.2333333,73,2,40,2.70E+00,18.3587753,18.3587753,6.4
50,0,19.2,45.82666667,18.5,45.2,19.7,44.5,18.2,45.5,17.2,52.29,94.22666667,18.1,41.145,18.235,47.21888889,17.1,46.7,7.30E+00,765.25,72.5,2,40,2.60E+00,27.84608548,27.84608548,6.4
50,0,19.2,45.66333333,18.5,45.26,19.7,44.5,18.2,45.5,17.2,52.27,93.1,18.1,41.035,18.29,47.10222222,17.1,46.62666667,7.30E+00,765.2666667,72,2,40,2.50E+00,44.85450849,44.85450849,6.623333333
