Appliances,T2,T6
240,19.1,3.9
90,19.13333333,3.9
100,19.26,4.026666667
100,19.32333333,4.3
80,19.39,4.3
110,19.5,4.19
100,19.56666667,4.115
100,19.63333333,4.156666667
100,19.7,4.19
100,19.73,4.263333333
100,19.79,4.263333333
100,19.79,4.263333333
100,19.85666667,4.156666667
110,19.89,4.09
110,19.96333333,4.156666667
110,20,3.963333333
110,20,3.76
120,20,3.7
110,20,3.7
110,20,3.7
100,20,3.56
80,20,3.433333333
110,19.89,3.4
100,19.89,3.4
110,19.85666667,3.4
100,19.79,3.326666667
90,19.76,3.326666667
160,19.63333333,3.29
120,19.56666667,3.156666667
100,19.56666667,3
90,19.46333333,2.933333333
80,19.39,3
170,19.35666667,3
320,19.29,3.09
400,19.2,3.03
400,19.1,2.9
340,19.1,2.9
120,19.06666667,2.933333333
120,19.06666667,3
120,19.03333333,3
120,19.1,3.0225
110,19.13333333,3.09
120,19.2,3.126666667
130,19.2,3.126666667
130,19.2,3.09
290,19.2,3.09
120,19.2,3.09
120,19.23,3.09
110,19.29,3.09
160,19.29,3.03
150,19.29,3
130,19.29,3
130,19.29,2.933333333
150,19.35666667,2.933333333
110,19.29,2.9
100,19.29,2.9
100,19.29,2.9
70,19.23,2.863333333
70,19.13333333,2.79
50,19.13333333,2.7
50,19.06666667,2.7
50,19,2.7
30,19,2.626666667
50,18.92666667,2.626666667
60,19,2.7
60,18.92666667,2.7
60,18.89,2.76
50,18.82333333,2.79
60,18.79,2.863333333
60,18.79,2.79
60,18.7,2.79
70,18.7,2.79
50,18.63333333,2.73
60,18.625,2.645
60,18.6,2.59
30,18.56666667,2.59
40,18.5,2.59
40,18.5,2.53
50,18.5,2.5
70,18.39,2.5
60,18.39,2.5
50,18.39,2.5
70,18.32333333,2.5
50,18.29,2.5
50,18.29,2.5
70,18.29,2.5
50,18.29,2.5
70,18.2,2.5
60,18.2,2.4
50,18.2,2.4
40,18.13333333,2.4
30,18.1,2.29
40,18.1,2.29
50,18.1,2.2
60,18.1,2.2
70,18.03333333,2.2
60,18,2.2
60,18,2.29
50,18,2.29
60,17.92666667,2.326666667
50,17.89,2.4
60,17.89,2.4
50,17.89,2.4
70,17.89,2.29
40,17.85666667,2.29
50,17.79,2.26
30,17.79,2.2
70,17.79,2.26
50,17.79,2.163333333
40,17.79,1.963333333
50,17.79,1.76
50,17.7225,1.633333333
80,17.7,1.463333333
50,17.7,1.323333333
40,17.76,1.26
40,18.06666667,1.133333333
50,18,1.1
320,17.96333333,1.1
310,17.89,1.133333333
90,17.79,1.2
50,17.79,1.39
70,17.79,1.463333333
70,17.79,1.6
60,17.82333333,1.79
60,17.89,1.93
70,18.03333333,2.266666667
270,18.16666667,2.466666667
740,18.26,2.626666667
590,18.26,2.76
380,18.36,2.963333333
280,18.6,3.223333333
240,18.76,3.463333333
250,18.82333333,3.663333333
210,18.96333333,3.86
80,19.03333333,4.06
70,19.1,4.226666667
50,19.1,4.366666667
60,19.1,4.5
50,19.1,4.59
50,19.1,4.8
50,19.18,5.3
530,19.26,5.35
370,19.2,5.4
300,19.2,6
290,19.29,5.95
270,19.29,6.045
240,19.29,5.9725
220,19.29,5.948333333
150,19.29,5.924166667
60,19.35666667,5.9
310,19.39,6
340,19.39,6.045
100,19.39,6.0675
60,19.39,6.09
60,19.32333333,6.026666667
70,19.29,5.76
60,19.35666667,5.76
60,19.39,5.95
50,19.39,6.045
50,19.39,6.14
40,19.32333333,5.9675
30,19.32333333,5.795
30,19.39,5.6225
30,19.39,5.45
50,19.39,5.4
40,19.39,5.4
50,19.46333333,5.333333333
40,19.5,5.4
40,19.5,5.4
60,19.46333333,5.4
80,19.315,5.25
110,19.23,5.1
110,19.2,4.526666667
100,19.2,4.26
140,19.23,4.026666667
310,19.35666667,3.766666667
290,19.42666667,3.49
250,19.56666667,3.29
310,19.6,3.026666667
110,19.6,2.795
110,19.7,2.626666667
370,19.7,2.56
140,19.79,2.433333333
440,19.85666667,2.26
150,19.89,2.26
260,19.96333333,2.26
290,20,2.2
110,20,2.06
100,20.03333333,1.933333333
100,20.1,1.76
90,20.1,1.566666667
360,20.1,1.356666667
270,20.1,1.29
70,20.1,1.1
90,20.1,0.9
100,20.1,0.55
100,20.1,-0.066666667
90,20.1,-0.266666667
70,20.1,-0.233333333
70,20.06666667,-0.5
80,20,-0.866666667
50,19.96333333,-1.066666667
60,19.89,-1.1
50,19.79,-1.1
50,19.73,-1.23
50,19.66666667,-1.43
40,19.6,-1.463333333
60,19.56666667,-1.196666667
60,19.42666667,-1.263333333
60,19.39,-1.53
60,19.35666667,-1.73
60,19.23,-1.79
60,19.2,-1.79
60,19.13333333,-1.79
50,19.06666667,-1.79
50,19,-1.826666667
30,19,-1.826666667
30,18.92666667,-1.963333333
30,18.85666667,-2.163333333
20,18.79,-2.26
60,18.79,-2.2
50,18.73,-1.9
50,18.66666667,-1.966666667
40,18.6,-2.03
40,18.6,-2.09
50,18.6,-2.2
50,18.5,-2.2
40,18.5,-2.29
60,18.39,-2.326666667
40,18.39,-2.4
40,18.32333333,-2.59
20,18.29,-2.663333333
20,18.29,-2.826666667
40,18.26,-2.9
50,18.2,-2.933333333
40,18.2,-3.06
60,18.13333333,-2.933333333
60,18.1,-3.133333333
50,18.1,-3.29
40,18.06666667,-3.363333333
50,18,-3.5
40,17.96333333,-3.36
40,17.89,-3.5
30,17.89,-3.53
20,17.82333333,-3.463333333
40,17.79,-3.326666667
40,17.79,-3.526666667
50,17.79,-3.766666667
50,17.7,-3.9
40,17.7,-3.7
40,17.66666667,-3.833333333
50,17.6,-4.09
50,17.66666667,-4.156666667
60,17.6,-4.06
60,17.56666667,-3.86
40,17.5,-3.826666667
40,17.5,-4.026666667
40,17.5,-4.3
50,17.46333333,-4.3
60,17.46333333,-4.16
520,17.5,-3.863333333
690,17.5,-3.79
420,17.5,-3.76
310,17.5,-3.626666667
270,17.5,-3.466666667
230,17.525,-3.326666667
230,17.6,-3.026666667
150,17.63333333,-2.693333333
70,17.76,-2.123333333
100,17.86,-1.523333333
390,18.06666667,-1
270,18.23,-0.6
280,18.35666667,-0.233333333
260,18.56666667,0.075
240,18.7,0.333333333
260,18.79,0.566666667
190,18.85666667,0.833333333
120,19,1.133333333
70,19.06666667,1.326666667
50,19.13333333,1.566666667
70,19.13333333,1.7
40,18.85666667,1.86
40,18.85666667,2.06
40,19,2.23
60,19.06666667,2.363333333
80,19.15,2.626666667
170,19.23,2.833333333
70,19.29,3.03
60,19.32333333,3.09
70,19.39,3.345
60,19.42666667,3.53
70,19.5,3.59
80,19.5,3.826666667
70,19.5,3.9
70,19.56666667,3.933333333
70,19.56666667,4.06
30,19.6,4.123333333
30,19.6,4.19
30,19.63333333,4.3
110,19.7,4.3
50,19.7,4.4
60,19.7,4.466666667
50,19.7,4.5
50,19.76,4.5
50,19.84,4.59
40,19.92666667,4.53
50,20,4.5
50,20,4.4
50,20,4.26
60,20,4.06
40,20,4
50,20,3.9
50,20,3.9
50,19.895,3.546666667
60,19.79,3.193333333
40,19.7,2.796666667
70,19.63333333,2.33
70,19.56666667,1.766666667
90,19.5,1.233333333
90,19.5,0.7
100,19.4725,0.225
180,19.46333333,-0.2
390,19.5,-0.566666667
370,19.5,-0.833333333
120,19.6,-1.163333333
100,19.66666667,-1.356666667
120,19.7,-1.73
120,19.76,-1.845
100,19.79,-1.9225
90,19.79,-2
90,19.89,-2
80,19.96333333,-2.045
120,20.1,-2.322857143
110,20.1,-2.514545455
140,20.2,-2.5
120,20.26,-2.5
110,20.29,-2.64
100,20.29,-2.8175
110,20.39,-3.026666667
80,20.39,-3.2
90,20.32333333,-3.2
90,20.29,-3.266666667
70,20.29,-3.4
70,20.2,-3.36
50,20.2,-3.5
40,20.2,-3.56
50,20.06666667,-3.56
50,19.96333333,-3.53
60,19.89,-3.723333333
60,19.79,-4.03
60,19.73,-4.156666667
60,19.66666667,-4.226666667
60,19.53333333,-4.375
60,19.5,-4.466666667
60,19.42666667,-4.5
40,19.35666667,-4.56
50,19.29,-4.433333333
40,19.26,-4.56
50,19.13333333,-4.466666667
70,19.1,-4.333333333
60,18.96333333,-4.126666667
60,18.89,-3.933333333
60,18.89,-3.76
50,18.82333333,-3.626666667
70,18.76,-3.5
60,18.7,-3.5
60,18.66666667,-3.5
70,18.6,-3.595
60,18.56666667,-3.76
40,18.5,-3.963333333
40,18.5,-4.156666667
30,18.42666667,-4.433333333
60,18.39,-4.5
60,18.39,-4.3
70,18.29,-4.366666667
70,18.29,-4.59
50,18.26,-4.53
70,18.2,-4.69
50,18.2,-4.563333333
60,18.1,-4.623333333
60,18.1,-4.763333333
60,18.03333333,-4.763333333
70,18.03333333,-4.763333333
40,18,-4.64
40,18,-4.726666667
40,17.89,-4.866666667
50,17.89,-4.9
60,17.89,-5.026666667
60,17.82333333,-5.06
60,17.79,-5
60,17.79,-5.03
70,17.76,-5.156666667
50,17.7,-5.4
70,17.7,-5.4
50,17.7,-5.53
70,17.66666667,-5.463333333
60,17.6,-5.433333333
50,17.6,-5.56
60,17.5,-5.69
70,17.5,-5.66
60,17.5,-5.712
60,17.5,-5.623333333
60,17.5,-5.466666667
60,17.42666667,-5.4
60,17.46333333,-5.466666667
50,17.39,-5.4
50,17.46333333,-5.2
60,17.39,-4.793333333
80,17.39,-4.33
80,17.39,-4.063333333
30,17.5,-3.832222222
80,17.5,-3.545625
20,17.53333333,-3.281666667
100,17.66666667,-2.83
50,17.82333333,-2.3
100,17.9975,-1.833333333
80,18.22666667,-1.566666667
60,18.32333333,-1.326666667
80,18.53,-1
90,18.63333333,-0.633333333
70,18.76,-0.366666667
50,18.82333333,-0.133333333
60,18.96333333,0.133333333
120,19.03333333,0.44
40,19.1,0.7
90,19.1,0.871428571
50,19.1,1.098
30,19.1,1.468571429
60,19.1,1.736
40,19.2,1.954285714
50,19.2,2.156
60,19.2,2.225714286
50,19.2,2.29
60,19.2,2.4
80,19.2,2.537142857
100,19.26,2.663333333
100,19.29,2.826666667
90,19.29,2.9
100,19.29,2.933333333
100,19.29,3.06
50,19.39,3.23
50,19.39,3.29
40,19.42666667,3.363333333
50,19.5,3.43
60,19.5,3.656666667
50,19.5,3.73
60,19.56666667,3.79
60,19.5,3.863333333
60,19.5,4.16
60,19.5,4.4
50,19.39,4.5
70,19.32333333,4.5
90,19.29,4.433333333
100,19.2225,4.156666667
100,19.2,4.03
100,19.2,3.966666667
80,19.2,3.826666667
70,19.1,3.663333333
70,19.1,3.53
70,19.1,3.223333333
80,19.03333333,2.963333333
90,19.1,2.49
90,19.1,2.096666667
90,19.1,1.726666667
90,19.1,1.46
100,19.23,1.26
90,19.29,1.05
100,19.42666667,0.933333333
180,19.56666667,0.766666667
100,19.6,0.7
80,19.66666667,0.566666667
80,19.79,0.5
60,19.865,0.533333333
70,19.89,0.533333333
60,19.92666667,0.6
80,20,0.6
70,20,0.7
100,20,0.7
90,20,0.7
130,19.92666667,0.633333333
100,19.89,0.5
100,19.89,0.566666667
90,19.92666667,0.6
90,20,0.533333333
60,20,0.4
60,19.92666667,0.133333333
60,19.89,-0.2
60,19.82333333,-0.6
70,19.79,-0.933333333
30,19.73,-1.323333333
40,19.7,-1.53
50,19.63333333,-1.7
40,19.55,-1.7
50,19.46333333,-1.7
60,19.39,-1.76
50,19.29,-1.79
60,19.23,-1.79
60,19.16666667,-1.76
60,19.1,-1.795
50,19,-1.966666667
50,19,-2.03
40,18.89,-2.03
30,18.82333333,-1.933333333
30,18.79,-2
60,18.73,-2
60,18.7,-2
60,18.63333333,-1.8
50,18.6,-1.533333333
50,18.6,-1.426666667
60,18.5,-1.426666667
50,18.5,-1.426666667
50,18.39,-1.566666667
60,18.39,-1.79
50,18.32333333,-1.8175
60,18.29,-1.966666667
40,18.29,-2
40,18.2,-2.06
30,18.2,-2.09
30,18.1,-2.163333333
50,18.1,-2.2
50,18,-2.26
60,18,-2.26
70,18,-2.2
50,18,-2.2
50,17.96333333,-2.126666667
50,17.89,-2
60,17.79,-1.933333333
50,17.79,-1.666666667
60,17.79,-1.46
60,17.79,-1.195
40,17.73,-1
40,17.7,-0.933333333
30,17.7,-0.766666667
30,17.66666667,-0.633333333
60,17.6,-0.466666667
50,17.66666667,-0.4
60,17.6,-0.3
50,17.6,-0.233333333
60,17.6,-0.166666667
60,17.5,-0.1
50,17.5,0
80,17.5,0.066666667
70,17.5,0.2
50,17.5,0.2
30,17.5,0.333333333
40,17.5,0.425
40,17.5,0.5
50,17.6,0.533333333
60,17.525,0.666666667
50,17.5,0.733333333
170,17.5,0.911111111
270,17.5,0.966666667
70,17.5,1.166666667
90,17.56666667,1.323333333
90,17.63333333,1.53
260,17.7,1.766666667
150,17.79,1.975
80,17.85666667,2.126666667
60,17.89,2.3
60,17.96333333,2.566666667
70,18.03333333,2.833333333
50,18.16666667,3.126666667
130,18.23,3.35
540,18.29,3.6
510,18.42666667,3.933333333
200,18.56666667,4.126666667
200,18.63333333,4.333333333
180,18.7,4.475
190,18.76,4.6675
100,18.79,5.026666667
240,18.79,5.16
140,18.82333333,5.3
100,18.89,5.3
90,18.89,5.328571429
70,18.89,5.536
70,18.89,5.59
60,18.89,5.672
60,18.89,5.828571429
70,18.89,5.9
50,18.79,5.97
50,18.79,6.045
50,18.79,6.074
40,18.79,6.221428571
50,18.79,6.576
40,18.79,6.69
20,18.79,6.69
40,18.79,6.69
20,18.73,6.563333333
40,18.7,6.263333333
50,18.63333333,6.19
40,18.6,6.226666667
50,18.6,6.3
50,18.56666667,6.156666667
40,18.5,6.03
50,18.5,5.7
50,18.42666667,5.433333333
80,18.39,5.23
90,18.39,5.09
80,18.39,5.045
100,18.32333333,4.883333333
100,18.36,4.833333333
80,18.63333333,4.626666667
80,18.63333333,4.293333333
70,18.6,4.126666667
70,18.53333333,3.933333333
80,18.53333333,3.76
90,18.6,3.7
80,18.6,3.56
160,18.7,3.433333333
440,18.7,3.26
230,18.79,3.126666667
260,18.85666667,2.966666667
180,18.89,2.9
100,18.89,2.863333333
90,19,2.79
90,19,2.7
90,19.1,2.663333333
80,19.1,2.59
70,19.2,2.5
70,19.2,2.5
70,19.2,2.4
100,19.2,2.326666667
90,19.32333333,2.29
80,19.39,2.29
80,19.53333333,2.26
90,19.6975,2.2
80,19.79,2.2
90,19.89,2.2
90,19.96333333,2.09
80,20,2.09
80,20.06666667,2.09
80,20.1,2.0675
60,20.16666667,2
40,20.13333333,2
30,20.2,2
30,20.16666667,2
60,20.1,2
50,20,1.966666667
40,20,1.9
50,19.96333333,1.9
50,19.89,1.826666667
40,19.79,1.79
50,19.79,1.73
50,19.7,1.666666667
60,19.625,1.533333333
50,19.53333333,1.463333333
20,19.5,1.39
30,19.42666667,1.39
20,19.39,1.445
40,19.32333333,1.39
50,19.26,1.29
50,19.2,1.356666667
50,19.16666667,1.39
50,19.1,1.39
50,19.06666667,1.29
40,19,1.29
50,18.96333333,1.29
40,18.89,1.29
40,18.82333333,1.26
50,18.82333333,1.2
40,18.76,1.1
30,18.7,1.1
30,18.7,1.1
30,18.675,1.1
50,18.6,1.1
40,18.56666667,1.1
50,18.5,1.1
50,18.5,1.133333333
50,18.5,1.2
60,18.39,1.1
40,18.39,1.033333333
50,18.29,0.733333333
40,18.29,0.6
50,18.29,0.566666667
40,18.29,0.433333333
20,18.26,0.166666667
40,18.2,0.033333333
30,18.2,-0.233333333
40,18.13333333,-0.366666667
40,18.1,-0.633333333
50,18.03333333,-0.8
40,18,-0.966666667
50,17.9725,-1.033333333
50,17.89,-1.166666667
50,17.89,-1.2
60,17.89,-1.26
100,17.79,-1.426666667
40,17.79,-1.5
40,17.79,-1.463333333
30,17.79,-1.39
40,17.7,-1.426666667
30,17.7,-1.5
50,17.7,-1.356666667
60,17.7,-1.29
200,17.66666667,-1.26
340,17.6,-1.2
150,17.6,-1.05
120,17.6,-0.766666667
70,17.63333333,-0.566666667
70,17.76,-0.333333333
90,17.86,0
70,18.1,0.333333333
80,18.2,0.533333333
170,18.32333333,0.866666667
700,18.46333333,1.26
580,18.5,1.89
320,18.56666667,2.163333333
280,18.6,2.433333333
260,18.6,2.633333333
350,18.63333333,3.03
390,18.7,3.163333333
270,18.7,3.2
320,18.7,3.2225
480,18.73,3.43
610,18.79,3.693333333
610,18.82333333,4.026666667
390,18.96333333,4.43
340,19.03333333,4.956666667
240,19.1,5.226666667
260,19.1,5.433333333
210,19.1,5.726666667
140,19.1,5.866666667
70,19.16666667,6.09
50,19.1,6.296666667
50,19,6.59
110,19,6.656666667
350,19.03333333,7.1
210,19.1,7.833333333
50,19.16666667,8.033333333
60,19.16666667,8.195
60,19.23,8.36
50,19.29,8.39
330,19.39,8.39
380,19.39,8.263333333
280,19.5,8.19
240,19.5,8.1
220,19.6,8.1
190,19.6,8.19
200,19.6,8.13
120,19.6,8.033333333
50,19.6,7.833333333
50,19.6,7.8
60,19.53333333,7.8
40,19.56666667,7.656666667
50,19.5,7.53
90,19.46333333,7.33
410,19.39,7.0925
320,19.29,6.793333333
310,19.29,6.396666667
280,19.26,5.996666667
250,19.2,5.526666667
180,19.2,5.193333333
110,19.13333333,4.796666667
90,19.1,4.463333333
90,19.03333333,4.195
40,19.06666667,3.86
30,19,3.633333333
50,18.96333333,3.5
50,18.89,3.363333333
50,18.82333333,3.23
50,18.79,3.09
40,18.73,3.03
40,18.7,3.09
50,18.7,3.0225
40,18.6,3
50,18.6,3.03
50,18.5,3.09
50,18.5,3.23
40,18.39,3.29
40,18.39,3.5
30,18.35666667,3.5
20,18.29,3.626666667
30,18.29,3.76
50,18.23,3.826666667
50,18.2,3.966666667
50,18.2,4.226666667
40,18.2,4.366666667
40,18.125,4.433333333
50,18.1,4.56
50,18.06666667,4.69
30,18,4.7975
50,18,4.9
50,18,5.03
50,18,5.156666667
40,18,5.3
30,17.96333333,5.3
20,17.89,5.4
30,17.89,5.466666667
50,17.89,5.623333333
50,17.89,5.763333333
50,17.89,5.8
60,17.82333333,5.866666667
50,17.82333333,5.9
40,17.79,5.833333333
40,17.79,5.763333333
50,17.79,5.623333333
40,17.79,5.466666667
50,17.73,5.325
50,17.79,5.3
60,17.79,5.3
40,17.7,5.3
30,17.7,5.3
20,17.7,5.226666667
30,17.7,5.19
20,17.7,5.19
50,17.7,5.19
50,17.63333333,5.263333333
50,17.63333333,5.3
60,17.6,5.366666667
40,17.6,5.433333333
50,17.6,5.5
50,17.6,5.59
40,17.6,5.59
50,17.6,5.69
50,17.5,5.7975
50,17.5,5.833333333
50,17.5,5.933333333
40,17.5,6
30,17.5,6.03
20,17.5,6.156666667
30,17.5,6.3
40,17.5,6.366666667
50,17.5,6.433333333
50,17.5,6.5
50,17.5,6.59
50,17.5,6.656666667
50,17.5,6.726666667
40,17.39,6.866666667
50,17.39,6.9
40,17.39,6.966666667
50,17.39,7.09
50,17.39,7.165
50,17.39,7.19
40,17.39,7.3
30,17.39,7.3
30,17.39,7.433333333
10,17.39,7.5
40,17.39,7.59
80,17.39,7.656666667
50,17.39,7.8
60,17.5,7.866666667
40,17.5,8.033333333
50,17.63333333,8.1
40,17.7,8.19
50,17.82333333,8.263333333
40,17.96333333,8.426666667
270,18.23,8.566666667
150,18.35666667,8.726666667
360,18.53333333,8.95
540,18.66666667,9.066666667
280,18.96,9.166666667
150,19.16666667,9.36
110,19.495,9.533333333
280,19.7,9.6
420,19.76,9.566666667
180,19.92666667,9.566666667
100,20,9.566666667
80,20.1,9.566666667
90,20.1,9.63
70,20.23,9.763333333
90,20.29,9.69
70,20.32333333,9.69
320,20.39,9.66
590,20.39,9.733333333
320,20.46333333,9.89
310,20.6,9.963333333
310,20.66666667,10.29
300,20.82333333,10.5
270,20.89,10.5
250,21,10.63
220,21,10.69
110,21.1,10.69
90,21.1,10.69
80,21.1,10.69
80,21.13333333,10.56333333
80,21.2,10.5
70,21.2,10.5
70,21.2,10.36
50,21.2,10.22666667
60,21.2,10.16
60,21.23,10.1
80,21.29,9.963333333
80,21.29,9.89
90,21.35666667,9.89
90,21.42666667,9.8225
90,21.56666667,9.8
80,21.73,9.763333333
90,21.79,9.69
90,21.82333333,9.69
100,21.89,9.69
100,21.89,9.6
90,21.89,9.6
100,21.89,9.6
80,21.89,9.6
140,21.89,9.6
440,21.89,9.6
340,21.89,9.63
170,21.89,9.69
100,21.89,9.69
120,22,9.69
200,22,9.69
300,21.96333333,9.763333333
100,21.89,9.8
80,21.89,9.89
70,21.89,9.89
70,21.89,9.926666667
80,21.82333333,10.06666667
140,21.79,10.1
110,21.73,10.1
90,21.66666667,10.19
100,21.6,10.19
90,21.55,10.22666667
90,21.5,10.3
100,21.42666667,10.39
90,21.35666667,10.39
110,21.29,10.39
90,21.2,10.46333333
60,21.2,10.5
60,21.16666667,10.5
60,21.1,10.53333333
60,21,10.6
50,20.92666667,10.6
50,20.89,10.63
70,20.82333333,10.63
50,20.79,10.69
40,20.73,10.63
30,20.7,10.66
30,20.63333333,10.6
40,20.6,10.56666667
50,20.53333333,10.5
50,20.55,10.46333333
50,20.46333333,10.39
50,20.39,10.36
70,20.39,10.3
40,20.39,10.3
50,20.35666667,10.22666667
50,20.29,10.19
40,20.29,10.19
40,20.23,10.245
50,20.2,10.3
60,20.2,10.3
50,20.16666667,10.3
40,20.1,10.3
50,20.1,10.19
40,20.1,10.19
20,20.06666667,10.19
20,20,10.13
40,20,10.16
50,20,10.16
60,19.945,10.19
50,19.89,10.19
40,19.89,10.19
40,19.89,10.19
50,19.82333333,10.26333333
50,19.79,10.19
50,19.79,10.16
50,19.79,10.145
50,19.79,10.1
50,19.7,10.1
40,19.7,10.1
50,19.7,10.19
40,19.7,10.19
40,19.66666667,10.19
50,19.66666667,10.19
60,19.6,10.19
30,19.6,10.19
30,19.6,10.19
20,19.6,10.26333333
40,19.6,10.33
50,19.525,10.39
40,19.5,10.39
50,19.5,10.46333333
40,19.5,10.46333333
50,19.5,10.39
60,19.5,10.39
50,19.5,10.42666667
40,19.5,10.5
40,19.46333333,10.6
50,19.39,10.6
40,19.39,10.6
50,19.39,10.66
40,19.39,10.69
50,19.39,10.69
90,19.39,10.66
50,19.39,10.6
30,19.39,10.56666667
10,19.39,10.5
40,19.39,10.6
60,19.39,10.66
170,19.39,10.8
150,19.46333333,10.86
70,19.46333333,10.89
60,19.39,10.9975
60,19.46333333,11.1
60,19.5,11.3
60,19.56666667,11.36428571
60,19.6,11.39
80,19.66666667,11.40571429
80,19.73,11.5
80,19.79,11.42142857
90,19.82333333,11.39
80,19.89,11.39
80,20,11.412
80,20.06666667,11.5
80,20.2,11.636
80,20.26,11.69
100,20.32333333,11.712
100,20.39,11.75285714
70,20.39,11.89
70,20.42666667,11.89
100,20.5,11.912
70,20.5,12.07142857
80,20.5,12.19
100,20.53333333,12.13857143
110,20.6,12.118
120,20.63333333,12.12571429
110,20.7,12.06
110,20.73,11.93125
100,20.79,11.90571429
90,20.82333333,12
110,20.89,12.04285714
100,20.89,12.1
110,20.89,12.19285714
110,20.89,12.318
100,20.82333333,12.46857143
110,20.79,12.5
110,20.79,12.54285714
100,20.745,12.5
80,20.7,12.54285714
60,20.7,12.54
50,20.7,12.58571429
190,20.7,12.478
180,20.63333333,12.39
110,20.63333333,12.3
110,20.6,12.20571429
100,20.6,12.172
100,20.7,12.1
100,20.7,12
100,20.7,11.92428571
200,20.76,11.836
500,20.79,11.8
340,20.85666667,11.69
120,20.92666667,11.654
160,21,11.6
320,21.03333333,11.6
240,21.1,11.52857143
340,21.15,11.39
140,21.23,11.25
400,21.29,11.136
230,21.39,11.07142857
140,21.39,11
100,21.5,10.90571429
70,21.5,10.854
80,21.6,10.82571429
310,21.6,10.8
410,21.6,10.73714286
80,21.6,10.672
90,21.66666667,10.6
100,21.6,10.56
90,21.6,10.5
90,21.53333333,10.5
70,21.5,10.5
60,21.42666667,10.5
60,21.39,10.5
60,21.32333333,10.5
60,21.26,10.5125
60,21.2,10.57142857
60,21.13333333,10.6
60,21.06666667,10.6
50,21,10.6
60,21,10.55714286
60,20.92666667,10.6
40,20.89,10.6
40,20.82333333,10.558
40,20.79,10.32571429
50,20.79,10.19
70,20.7,10.13857143
60,20.7,10.08
70,20.66666667,10
60,20.6,10
60,20.6,10.13714286
50,20.6,10.19
60,20.5,10.19
60,20.5,10.1
60,20.39,10.1
60,20.39,10.04
50,20.39,10
50,20.29,9.89
60,20.29,9.89
50,20.29,9.952857143
60,20.29,10
60,20.29,10
60,20.23,10
60,20.2,10
50,20.2,10
60,20.1,10
40,20.1,10
50,20.1,10.01428571
20,20.03333333,10.1
40,20,10.1
50,20,10.19
50,20,10.23714286
70,20,10.19
50,19.96333333,10.19
50,19.89,10.19
50,19.89,10.11285714
50,19.89,10.1
50,19.89,10.1
60,19.85666667,10.154
70,19.79,10.13857143
50,19.79,10.118
60,19.79,10.16428571
50,19.79,10.1675
50,19.79,10.19
50,19.79,10.15142857
60,19.79,10.154
50,19.7,10.12571429
50,19.7,10.06
60,19.7,10
70,19.7,10
50,19.7,9.921428571
50,19.7,9.8
30,19.7,9.8
50,19.7,9.8
140,19.7,9.8
130,19.7,9.8
50,19.7,9.8
50,19.7,9.778
80,19.7,9.664285714
330,19.7,9.5
230,19.7,9.437142857
70,19.6,9.39
40,19.6,9.39
40,19.6,9.434
70,19.6,9.452857143
60,19.6,9.5125
80,19.66666667,9.618
50,19.63333333,9.768571429
40,19.7,9.89
50,19.7,10.05428571
360,19.7,10.274
390,19.7,10.42142857
300,19.76,10.54
260,19.745,10.66714286
270,19.79,10.8
230,19.79,10.86428571
340,19.79,10.8
230,19.79,10.81285714
100,19.79,10.89
90,19.79,10.92142857
90,19.79,11.1
110,19.79,11.15142857
100,19.89,11.256
130,19.89,11.3
120,19.89,11.22428571
60,19.89,11
40,19.89,10.72666667
40,19.89,10.63
30,19.89,10.69
50,19.89,10.83
50,19.89,10.83
60,19.89,10.76333333
50,19.89,10.69
50,19.89,10.69
50,19.89,10.69
50,19.89,10.69
60,19.82333333,10.69
70,19.82333333,10.69
70,19.89,10.69
60,19.89,10.69
50,19.89,10.63
50,19.79,10.26666667
40,19.79,9.333333333
40,19.79,8.293333333
40,19.73,7.966666667
30,19.7,7.595
30,19.7,7.33
40,19.7,7.063333333
80,19.63333333,6.763333333
150,19.6,6.623333333
390,19.6,6.466666667
240,19.5,6.26
240,19.5,6.09
230,19.56666667,6.03
240,19.63333333,6.03
240,19.7,6.09
190,19.73,6.09
100,19.85666667,6.09
120,19.92666667,6.09
120,20.06666667,6.09
110,20.2,6.09
120,20.2,6.03
160,20.2,6
120,20.2,6
140,20.2,6
110,20.26,5.866666667
110,20.23,5.8
120,20.29,5.8
310,20.32333333,5.726666667
110,20.39,5.69
110,20.39,5.69
110,20.4725,5.69
100,20.56666667,5.69
70,20.6,5.69
90,20.6,5.69
70,20.6,5.623333333
60,20.6,5.623333333
70,20.6,5.623333333
50,20.53333333,5.623333333
60,20.56666667,5.623333333
60,20.5,5.64
80,20.46333333,5.623333333
90,20.39,5.59
70,20.39,5.53
50,20.32333333,5.466666667
40,20.29,5.333333333
50,20.29,4.993333333
60,20.16666667,4.66
60,20.16666667,4.5
80,20.1,4.433333333
70,20.025,4.4
70,20,4.4
70,19.89,4.366666667
70,19.89,4.366666667
60,19.85666667,4.4
60,19.79,4.4
60,19.76,4.4
60,19.7,4.4
60,19.7,4.333333333
60,19.63333333,4.3
50,19.6,4.3
50,19.6,4.19
60,19.56666667,4.19
40,19.5,4.156666667
30,19.46333333,4.09
50,19.39,4.09
40,19.39,4.09
70,19.32333333,4.19
60,19.29,4.19
60,19.29,4.263333333
50,19.29,4.263333333
60,19.2,4.3
50,19.2,4.3
60,19.2,4.245
50,19.2,4.156666667
60,19.16666667,4.09
70,19.1,4.06
